Million tonnes carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2016,2005-15,2016
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,675.6,684.2,692.8,671.7,641.2,744.2,667.3,592.7,487.7,409.3,380.5,342.8,343.6,329.3,339.2,339.1,339.2,334.0,341.1,327.0,313.2,321.3,315.5,317.4,271.9,287.0,303.1,296.8,281.3,241.5,190.3,206.9,8.4%,--4.9%,0.6%
United Kingdom,687.8,680.7,669.7,689.5,707.3,715.3,689.2,682.4,718.2,668.1,630.4,639.0,646.9,637.7,659.3,606.8,585.8,569.5,563.4,543.5,572.0,588.3,591.7,591.3,581.9,593.0,602.8,584.7,570.5,556.4,553.3,573.4,554.6,556.9,547.8,563.8,574.9,553.8,563.5,568.8,575.8,579.0,568.9,561.4,513.0,529.7,494.4,512.2,497.4,454.4,433.4,406.4,--6.5%,--2.8%,1.2%
USSR,1907.3,2014.7,2107.0,2158.0,2243.9,2320.9,2415.1,2529.8,2639.7,2742.4,2872.3,2959.4,3059.4,3158.5,3217.8,3237.4,3275.4,3340.2,3381.3,3445.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,111.4,112.3,114.6,116.2,120.7,114.7,116.4,108.3,115.5,108.3,102.8,104.2,108.1,115.6,119.9,116.6,124.2,125.7,116.9,114.0,107.8,106.0,114.0,116.0,97.7,97.6,111.4,109.6,108.5,112.4,115.1,117.0,1.4%,0.7%,0.3%
Other Europe & Eurasia,66.1,67.1,65.5,71.0,73.4,80.2,91.1,92.4,97.9,102.9,102.1,107.5,110.6,120.2,129.3,123.0,127.9,131.8,140.7,148.4,332.4,335.5,330.2,337.3,333.0,334.1,284.3,243.1,208.9,176.6,174.0,181.6,191.2,193.0,175.2,184.0,193.5,199.4,210.7,214.6,214.4,224.5,232.9,234.4,225.5,231.8,240.1,231.5,229.8,218.2,226.2,230.6,1.7%,0.5%,0.7%
Total Europe & Eurasia,5335.3,5489.4,5649.8,5914.6,6256.6,6538.8,6700.6,6960.3,7298.1,7279.9,7305.1,7670.9,7769.7,7911.5,8116.3,8024.0,7864.1,7833.6,7839.9,7928.9,8159.6,8283.9,8411.7,8395.6,8389.7,8315.8,8081.8,7716.7,7290.0,6922.7,6805.1,6833.7,6676.6,6663.9,6594.8,6626.7,6717.7,6716.8,6885.0,6915.2,6883.5,7042.7,7017.8,6995.1,6478.0,6661.9,6671.2,6627.9,6464.8,6272.5,6240.7,6258.5,♦,--1.0%,18.7%
Iran,22.0,24.2,26.9,29.9,33.0,39.0,42.2,47.6,58.2,65.0,76.2,86.9,98.1,95.2,104.2,96.8,98.7,111.5,132.5,143.4,156.6,146.4,155.9,164.1,180.3,194.9,216.6,232.8,215.3,243.8,255.4,270.1,280.6,288.2,309.0,326.3,342.3,371.4,376.5,407.8,436.7,473.5,505.5,529.8,544.6,548.2,560.9,564.2,594.7,623.7,616.5,630.9,2.1%,3.5%,1.9%
Israel,11.9,12.4,12.9,13.5,14.1,14.7,15.3,15.9,17.0,17.2,17.8,18.9,19.9,21.3,23.4,23.6,24.1,25.4,26.0,27.0,26.3,27.8,30.6,32.6,34.0,35.0,36.3,39.6,41.7,45.4,50.4,53.6,53.3,56.7,58.5,61.9,62.5,63.9,65.5,66.3,67.9,67.8,70.9,72.3,69.1,72.5,74.0,79.4,73.3,70.2,73.5,72.9,--1.1%,0.8%,0.2%
Kuwait,16.4,16.3,16.3,16.3,16.3,16.6,16.6,18.5,18.5,17.8,16.1,18.9,19.3,21.1,25.7,21.0,27.0,27.5,30.6,32.3,31.5,35.6,33.3,37.4,40.5,19.2,11.6,20.4,26.7,33.2,40.8,40.4,41.7,49.3,51.0,53.2,56.1,57.0,68.3,76.9,82.7,77.9,77.1,82.2,83.5,89.4,92.5,108.6,103.7,98.3,108.3,108.6,--0.1%,2.7%,0.3%
Qatar,0.3,0.3,0.4,1.4,2.1,2.4,2.4,2.6,3.7,3.3,4.9,3.0,4.3,4.1,9.5,10.4,10.1,11.5,12.3,14.0,14.8,16.4,16.6,14.5,15.6,15.8,17.6,26.5,28.2,28.7,29.0,29.8,31.8,32.6,31.3,22.6,22.8,25.8,27.5,33.2,40.7,43.9,55.0,49.5,52.2,70.8,53.2,60.4,92.3,91.1,108.5,106.7,--1.9%,10.3%,0.3%
Saudi Arabia,62.6,63.4,64.3,65.2,66.2,67.4,67.3,72.2,76.9,81.3,63.2,72.9,86.4,96.0,117.1,99.8,112.0,124.3,135.5,159.4,164.4,161.8,171.5,176.7,172.6,208.5,218.6,215.7,220.4,257.3,249.9,254.7,259.1,273.5,278.1,287.1,296.8,305.3,323.6,350.1,370.2,387.9,405.9,439.0,457.2,501.5,518.4,543.7,552.9,589.0,611.7,621.8,1.4%,5.2%,1.9%
United Arab Emirates,0.2,0.2,1.2,1.6,1.6,2.1,3.2,3.5,4.5,5.0,5.5,7.1,11.6,13.3,15.8,26.6,30.8,33.5,32.3,39.9,49.7,60.2,67.0,74.6,83.3,84.7,103.8,100.8,104.8,114.5,118.8,121.6,126.6,129.2,129.8,129.0,141.6,138.7,148.5,159.3,166.2,175.4,192.8,220.1,214.1,222.6,234.6,245.6,249.6,254.8,275.2,288.0,4.4%,5.2%,0.9%
Other Middle East,26.6,28.2,29.3,30.9,33.1,33.4,38.1,39.9,42.3,44.3,47.9,55.4,58.9,61.9,74.2,76.3,78.1,88.5,91.6,100.7,105.9,111.7,114.4,125.2,130.9,140.7,140.4,151.3,162.4,172.9,181.7,182.7,186.9,193.7,198.9,211.7,226.5,228.0,228.4,234.5,249.2,251.0,252.9,277.3,294.2,311.1,312.5,319.2,333.5,331.1,333.9,338.8,1.2%,3.0%,1.0%
Total Middle East,140.0,145.0,151.4,158.6,166.3,175.6,185.2,200.2,221.1,233.9,231.6,263.1,298.5,312.9,370.0,354.4,380.9,422.1,460.7,516.7,549.2,559.9,589.2,625.1,657.1,698.9,744.8,787.1,799.6,895.8,926.1,952.8,980.1,1023.2,1056.6,1091.6,1148.6,1190.1,1238.4,1328.2,1413.7,1477.4,1560.2,1670.2,1714.9,1816.0,1846.0,1921.0,2000.0,2058.1,2127.5,2167.8,1.6%,4.2%,6.5%
Algeria,5.7,7.0,6.5,6.9,7.8,8.4,9.1,10.2,11.9,13.3,16.0,18.5,20.0,25.6,33.6,40.4,48.8,57.1,62.2,59.7,60.3,64.0,65.7,70.3,68.4,69.3,69.0,70.2,65.4,66.5,69.2,68.4,65.6,68.0,68.1,66.0,68.4,71.4,74.6,77.9,80.8,84.8,89.3,94.9,100.2,98.5,105.0,113.8,120.7,127.7,136.4,136.0,--0.5%,5.4%,0.4%
Egypt,22.9,24.0,20.1,21.1,15.9,20.2,20.5,23.1,21.6,24.7,27.6,32.5,34.9,36.4,40.2,46.0,52.8,59.3,65.2,70.8,73.8,75.6,79.5,82.0,86.6,89.1,89.9,89.4,89.1,90.1,95.3,101.4,105.9,110.1,116.0,121.7,130.3,125.7,135.8,141.3,151.9,156.7,165.9,176.5,183.4,195.5,197.0,208.4,207.1,208.8,211.4,220.6,4.1%,3.4%,0.7%
South Africa,115.2,115.5,118.9,125.3,128.4,133.9,141.4,144.8,155.6,160.9,171.7,179.2,184.1,181.2,189.2,202.6,235.4,255.4,257.2,276.4,282.1,283.6,290.8,314.2,294.9,305.6,300.1,305.0,306.5,317.4,326.4,332.0,339.8,333.3,344.7,343.4,348.1,337.0,370.3,408.5,392.7,401.3,411.5,447.5,447.1,449.2,440.7,435.6,439.4,444.0,421.8,425.7,0.6%,0.7%,1.3%
Other Africa,55.9,60.3,62.2,64.4,67.7,72.1,83.0,88.6,98.0,100.1,101.1,112.1,117.1,124.4,133.6,144.1,146.6,149.4,150.6,146.0,154.6,156.8,164.3,174.1,181.3,186.9,183.9,192.4,201.3,207.6,212.1,220.0,225.7,232.6,234.1,241.8,256.4,265.9,264.5,286.8,300.0,296.8,311.4,328.7,324.8,351.0,349.4,369.2,390.9,409.9,422.9,426.6,0.6%,3.5%,1.3%
Total Africa,199.8,206.8,207.8,217.7,219.8,234.7,254.0,266.7,287.2,298.9,316.4,342.3,356.1,367.5,396.5,433.1,483.7,521.2,535.2,552.9,570.9,579.9,600.3,640.5,631.1,651.0,642.8,657.1,662.4,681.6,703.1,721.8,737.0,744.0,762.9,772.9,803.4,800.1,845.2,914.5,925.4,939.6,978.1,1047.6,1055.4,1094.1,1092.1,1127.0,1158.2,1190.4,1192.6,1209.0,1.1%,2.6%,3.6%
Australia,113.8,125.1,132.4,139.7,144.4,155.2,161.2,168.1,178.5,188.9,191.8,198.2,208.2,213.1,221.5,223.1,224.8,225.2,224.9,235.2,236.2,245.0,252.1,264.3,277.3,281.5,282.9,285.6,292.2,302.6,311.4,321.0,331.1,340.5,346.4,347.2,349.3,353.9,360.6,374.0,371.9,393.2,397.6,408.3,404.7,395.1,404.0,397.2,393.3,398.4,413.6,408.9,--1.4%,1.1%,1.2%
Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,2.2,3.3,3.8,4.1,4.9,5.1,5.3,5.8,6.4,7.3,7.6,8.0,7.7,7.9,9.2,10.1,11.1,11.4,12.3,13.3,12.6,13.7,14.8,15.6,19.0,19.3,21.7,22.1,23.0,24.7,29.0,31.2,32.3,34.7,37.3,40.1,42.0,45.5,50.6,53.9,58.2,63.8,65.0,68.5,75.4,78.5,3.9%,7.3%,0.2%
China,488.7,530.5,476.1,476.9,582.8,748.9,882.3,946.1,987.9,1007.9,1132.6,1184.6,1295.3,1420.6,1460.6,1473.3,1450.4,1514.1,1609.5,1735.2,1836.6,1919.5,2064.8,2214.8,2312.4,2327.4,2459.4,2583.3,2792.1,2941.1,3030.9,3180.4,3168.5,3165.7,3296.8,3352.7,3515.0,3834.2,4522.6,5323.3,6083.6,6661.6,7223.9,7362.3,7692.5,8118.7,8806.7,8979.4,9218.8,9224.1,9164.5,9123.0,--0.7%,4.2%,27.3%
China Hong Kong SAR,7.1,7.7,9.1,9.8,11.5,12.3,13.0,14.7,15.3,15.6,14.7,17.4,18.8,19.6,20.0,20.5,21.8,24.7,27.0,28.1,29.6,31.2,34.8,40.2,42.8,41.3,43.0,50.1,55.1,48.4,52.2,50.2,49.7,51.5,50.9,54.0,70.7,67.8,71.7,79.0,76.4,80.6,86.2,79.9,87.1,89.2,92.7,89.3,92.1,90.1,90.9,93.1,2.1%,1.8%,0.3%
India,167.7,170.3,174.8,182.9,197.9,190.4,207.1,219.3,219.8,239.4,254.4,264.9,278.8,278.3,297.6,311.3,341.5,343.9,366.9,388.4,410.8,440.2,477.1,514.0,561.2,604.3,637.1,674.6,695.1,726.5,776.4,815.7,857.7,897.6,914.1,965.4,973.3,1025.2,1065.8,1120.8,1209.3,1257.3,1370.7,1472.2,1601.7,1667.2,1741.2,1872.8,1933.1,2085.9,2157.4,2271.1,5.0%,6.0%,6.8%
Indonesia,20.2,19.6,18.7,19.6,21.3,22.7,23.6,25.5,29.8,31.5,36.9,39.8,49.2,54.2,62.6,69.2,76.6,78.4,80.3,86.1,87.4,93.9,102.4,107.9,117.6,136.7,147.3,161.5,172.1,184.5,196.7,207.5,230.8,223.9,246.6,268.4,291.2,303.0,333.0,331.6,341.5,360.4,388.4,378.2,390.1,429.5,481.1,510.8,523.4,477.1,492.5,531.4,7.6%,3.7%,1.6%
Japan,446.8,492.6,578.0,641.5,731.4,810.5,845.3,880.9,995.0,985.7,923.6,951.2,955.0,934.2,959.7,931.7,926.6,874.0,874.5,966.0,943.1,933.0,939.3,1012.5,1040.1,1091.3,1102.0,1111.9,1102.6,1165.3,1180.2,1200.3,1198.7,1163.7,1197.0,1218.2,1209.6,1215.1,1256.2,1242.5,1276.7,1252.2,1266.0,1273.1,1110.2,1182.4,1192.1,1284.4,1274.6,1240.8,1206.6,1191.2,--1.5%,--0.6%,3.6%
Malaysia,7.0,8.2,8.3,8.4,8.7,9.6,10.8,12.2,13.3,13.4,13.8,15.6,17.6,23.2,28.4,30.5,31.7,33.8,38.6,39.9,39.2,41.8,42.8,45.4,52.3,58.8,70.5,75.9,77.2,84.1,87.1,98.2,113.6,104.6,117.5,129.6,131.8,142.3,157.8,169.2,179.4,183.3,184.3,193.1,184.7,199.8,210.5,218.6,228.9,240.1,247.6,263.8,6.3%,3.3%,0.8%
New Zealand,15.0,15.8,15.7,15.7,16.2,18.3,18.2,19.6,21.1,20.7,19.9,21.6,22.6,21.3,19.9,19.4,19.0,20.7,20.8,20.9,21.5,23.8,22.8,24.2,25.2,27.0,26.8,28.4,27.4,28.2,28.7,29.0,31.0,29.8,31.1,31.6,34.0,33.8,36.1,35.2,37.1,37.2,36.0,37.2,34.2,34.3,33.7,35.2,34.8,35.0,35.1,35.2,0.1%,--0.5%,0.1%
Pakistan,20.2,20.1,21.9,24.8,24.4,24.0,22.2,18.8,20.0,21.6,22.9,23.0,24.7,25.8,28.0,30.3,32.3,34.6,36.9,39.2,41.8,45.5,50.9,54.6,59.3,62.0,66.1,70.7,78.0,81.8,86.5,90.9,92.0,94.7,101.5,105.6,107.2,110.2,118.3,131.8,135.2,145.5,157.4,162.1,161.7,161.6,160.2,162.4,161.8,168.6,177.1,192.7,8.5%,2.7%,0.6%
Philippines,13.2,14.4,16.2,18.4,19.7,22.4,26.0,25.5,29.6,27.8,30.0,31.0,34.0,35.3,36.3,34.7,33.0,31.9,33.8,29.2,27.5,27.7,32.0,35.1,37.8,39.9,39.4,47.5,48.8,51.2,58.0,62.5,68.5,69.2,67.4,66.8,67.7,66.0,68.0,70.5,70.7,68.0,72.3,74.4,75.1,80.4,81.3,83.8,92.0,98.0,107.0,119.9,11.8%,4.2%,0.4%
Singapore,13.1,15.0,18.0,22.4,22.0,23.9,20.7,25.9,24.2,23.9,23.5,27.9,28.0,28.5,30.4,30.1,34.7,33.7,35.7,36.8,37.3,43.4,44.9,52.2,59.9,69.8,71.4,76.8,83.6,96.3,99.1,99.0,102.9,101.9,100.7,108.0,119.1,113.2,105.1,117.8,128.8,142.2,153.1,165.2,178.6,187.1,194.4,193.8,194.8,194.7,206.5,220.9,6.7%,4.8%,0.7%
South Korea,24.9,29.6,32.8,36.3,42.5,49.0,52.6,54.6,67.7,68.8,75.3,84.1,96.2,103.9,119.2,123.4,131.5,131.7,138.0,151.1,162.2,173.5,182.6,207.4,218.4,239.1,267.2,290.1,319.4,348.1,379.6,419.4,452.3,394.1,428.4,462.4,473.5,490.4,500.2,515.6,521.2,520.8,545.4,556.8,559.0,609.8,645.6,644.1,646.5,644.3,654.0,662.1,1.0%,2.3%,2.0%
Taiwan,18.9,20.1,21.8,23.9,25.3,27.6,33.9,35.4,41.6,38.7,41.9,51.5,56.1,64.0,66.0,71.7,63.0,60.8,66.7,67.1,74.5,85.6,90.7,106.6,116.9,120.0,129.4,138.3,150.9,157.4,168.4,176.6,191.9,205.5,233.4,234.8,232.6,242.8,251.7,264.3,266.8,273.9,276.3,258.9,248.1,261.3,271.4,266.1,266.2,271.8,270.3,276.2,1.9%,0.1%,0.8%
Thailand,7.4,8.7,9.9,13.0,14.1,16.3,17.9,22.3,23.6,24.3,26.1,27.6,30.9,34.8,36.1,37.7,36.8,36.4,40.4,44.1,47.0,48.7,57.7,64.9,74.7,89.7,99.9,110.4,124.9,140.0,153.9,171.9,178.7,163.8,171.2,169.8,176.3,190.9,202.1,218.6,227.6,225.1,237.2,238.5,237.4,249.7,254.7,272.0,275.4,282.5,287.7,292.0,1.2%,2.4%,0.9%
Vietnam,8.2,13.9,19.0,19.8,23.3,24.3,21.8,21.1,22.7,17.3,19.8,12.1,12.9,13.1,13.9,14.9,15.2,16.4,17.3,17.2,17.4,18.9,21.5,20.9,17.8,17.9,17.4,18.4,20.6,22.9,27.2,31.2,37.9,41.4,40.8,47.2,51.6,57.7,63.1,81.5,86.1,71.8,78.6,103.7,103.1,121.9,133.7,130.5,134.8,150.4,166.9,167.0,--0.2%,6.8%,0.5%
Other Asia Pacific,56.8,60.9,66.5,72.4,77.3,81.6,89.0,92.4,95.3,100.4,103.3,109.1,115.8,123.2,132.2,142.1,146.4,153.6,160.1,162.2,169.9,170.3,164.9,166.0,163.7,158.8,156.2,139.4,131.8,125.1,120.6,112.1,112.0,109.0,116.1,124.6,129.2,126.8,131.9,132.7,141.5,146.0,138.7,142.5,145.4,145.2,135.6,139.3,130.8,144.3,154.1,173.3,12.1%,0.9%,0.5%
Total Asia Pacific,1429.0,1552.5,1619.4,1725.4,1962.6,2237.0,2447.8,2585.8,2789.3,2829.8,2935.5,3064.6,3249.3,3398.7,3538.8,3571.5,3593.1,3621.8,3779.2,4054.5,4191.1,4352.3,4592.0,4942.3,5189.8,5378.9,5628.6,5876.7,6186.5,6519.1,6776.2,7085.1,7239.0,7178.7,7482.9,7711.2,7961.2,8404.5,9276.5,10243.3,11190.9,11859.1,12654.1,12951.9,13264.2,13987.1,14897.2,15343.7,15666.4,15814.5,15907.2,16100.5,0.9%,3.6%,48.2%
Total World,11357.8,11884.4,12247.6,12914.3,13723.6,14482.0,14978.4,15685.5,16538.0,16445.6,16459.6,17347.4,17894.5,18182.2,18774.6,18613.4,18378.6,18193.2,18356.4,19043.3,19475.0,19808.8,20420.7,21103.3,21512.3,21598.2,21609.1,21685.6,21718.9,21961.4,22220.2,22849.5,23055.9,23130.3,23460.8,24003.4,24340.4,24880.5,26115.1,27436.6,28549.8,29430.1,30481.9,30800.4,30145.3,31528.4,32413.0,32759.7,33226.1,33342.5,33303.9,33432.0,0.1%,1.6%,100.0%
OECD,7854.4,8176.1,8444.4,8977.6,9521.3,9971.6,10122.0,10560.4,11139.7,10859.8,10548.3,11164.8,11366.9,11325.9,11638.5,11361.2,10995.8,10594.7,10515.1,10897.4,11008.8,11051.0,11301.5,11642.2,11865.7,11815.8,11807.7,11850.1,11933.3,12119.4,12275.2,12708.1,12841.7,12849.6,12941.1,13254.1,13189.4,13267.8,13535.3,13697.9,13820.4,13791.2,13911.0,13698.5,12781.4,13250.9,13084.9,12920.3,12979.8,12804.1,12665.9,12574.4,--1.0%,--0.9%,37.6%
Non-OECD,3503.4,3708.3,3803.2,3936.6,4202.3,4510.4,4856.4,5125.1,5398.3,5585.8,5911.3,6182.7,6527.6,6856.2,7136.1,7252.3,7382.8,7598.5,7841.3,8145.9,8466.2,8757.7,9119.2,9461.1,9646.6,9782.4,9801.4,9835.5,9785.6,9841.9,9945.0,10141.5,10214.2,10280.7,10519.7,10749.3,11151.0,11612.6,12579.9,13738.7,14729.4,15638.9,16570.9,17101.8,17363.9,18277.5,19328.1,19839.3,20246.3,20538.4,20638.0,20857.7,0.8%,3.4%,62.4%
European Union #,3305.1,3344.3,3411.5,3613.1,3860.5,4049.2,4099.6,4236.7,4451.2,4329.6,4219.1,4481.6,4470.2,4497.2,4639.8,4532.4,4332.0,4228.8,4175.3,4189.4,4347.4,4375.4,4427.7,4392.1,4416.5,4335.7,4282.2,4136.3,4062.4,4006.9,4064.2,4179.2,4115.5,4123.5,4066.6,4083.8,4149.9,4134.4,4237.2,4261.7,4255.0,4285.6,4220.4,4142.7,3835.4,3932.5,3805.0,3738.5,3654.7,3442.7,3477.0,3485.1,♦,--2.0%,10.4%
CIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3470.7,3546.3,3619.9,3636.7,3599.2,3629.7,3469.2,3256.9,2913.8,2619.2,2429.0,2318.9,2203.4,2175.6,2176.4,2167.0,2203.2,2204.5,2249.8,2247.0,2213.5,2308.7,2324.9,2373.2,2164.8,2247.7,2362.8,2379.3,2309.1,2312.2,2230.6,2220.4,--0.7%,0.1%,6.6%
